id,compound,predicate,object,pmid,created_at,updated_at
10978,exendin-4,associated_with,oxidative stress,16374859,2014-12-30 02:19:12.597154,2014-12-30 02:19:12.597154
13106,exendin-4,associated_with,transient cerebral ischemia,21472764,2014-12-30 02:19:38.730692,2014-12-30 02:19:38.730692
13902,exendin-4,associated_with,transient global ischemia,24201448,2014-12-30 02:19:46.382209,2014-12-30 02:19:46.382209
13039,exendin-4,associated_with,type 2 diabetes,21215253,2014-12-30 02:19:38.011211,2014-12-30 02:19:38.011211
12810,exendin-4,augments,apoptosis,20019445,2014-12-30 02:19:35.85793,2014-12-30 02:19:35.85793
13912,exendin-4,augments,apoptosis,24351817,2014-12-30 02:19:46.469963,2014-12-30 02:19:46.469963
12262,exendin-4,augments,cell proliferation,16643856,2014-12-30 02:19:26.471008,2014-12-30 02:19:26.471008
12809,exendin-4,augments,cell proliferation,20019445,2014-12-30 02:19:35.837759,2014-12-30 02:19:35.837759
10515,exendin-4,augments,cell replication,15220193,2014-12-30 02:19:03.812859,2014-12-30 02:19:03.812859
12725,exendin-4,augments,cells,19558363,2014-12-30 02:19:34.972823,2014-12-30 02:19:34.972823
10516,exendin-4,augments,insulin secretion,15220193,2014-12-30 02:19:03.832822,2014-12-30 02:19:03.832822
10771,exendin-4,augments,neurogenesis,18492290,2014-12-30 02:19:10.116749,2014-12-30 02:19:10.116749
13238,exendin-4,causes,apoptosis,21957486,2014-12-30 02:19:40.144678,2014-12-30 02:19:40.144678
13728,exendin-4,causes,emesis,23357334,2014-12-30 02:19:44.644174,2014-12-30 02:19:44.644174
11255,exendin-4,causes,hyperglycemia,15879053,2014-12-30 02:19:15.127183,2014-12-30 02:19:15.127183
13339,exendin-4,coexists_with,alloxan,22356440,2014-12-30 02:19:41.168225,2014-12-30 02:19:41.168225
9879,exendin-4,coexists_with,cck-8,23388064,2014-12-30 02:18:49.111255,2014-12-30 02:18:49.111255
12365,exendin-4,compared_with,exendin-4,17360951,2014-12-30 02:19:27.374499,2014-12-30 02:19:27.374499
12604,exendin-4,compared_with,exendin-4,18977255,2014-12-30 02:19:33.528093,2014-12-30 02:19:33.528093
13931,exendin-4,compared_with,exendin-4,24565847,2014-12-30 02:19:46.624117,2014-12-30 02:19:46.624117
12004,exendin-4,compared_with,leptin,22565812,2014-12-30 02:19:22.780992,2014-12-30 02:19:22.780992
12816,exendin-4,compared_with,penetratin,20060451,2014-12-30 02:19:35.925681,2014-12-30 02:19:35.925681
12099,exendin-4,disrupts,adhesion,20068138,2014-12-30 02:19:24.550134,2014-12-30 02:19:24.550134
12138,exendin-4,disrupts,apoptosis,14700743,2014-12-30 02:19:24.920367,2014-12-30 02:19:24.920367
12377,exendin-4,disrupts,food intake,17581835,2014-12-30 02:19:27.746591,2014-12-30 02:19:27.746591
11236,exendin-4,disrupts,food intake,20559304,2014-12-30 02:19:14.985566,2014-12-30 02:19:14.985566
10580,exendin-4,disrupts,food intake,21694700,2014-12-30 02:19:05.632946,2014-12-30 02:19:05.632946
13858,exendin-4,disrupts,signaling,23986202,2014-12-30 02:19:45.854924,2014-12-30 02:19:45.854924
12101,exendin-4,inhibits,cd11b,20068138,2014-12-30 02:19:24.577993,2014-12-30 02:19:24.577993
12125,exendin-4,inhibits,fasting,11404233,2014-12-30 02:19:24.826165,2014-12-30 02:19:24.826165
14303,exendin-4,inhibits,ghrelin,17192476,2014-12-30 02:19:51.446901,2014-12-30 02:19:51.446901
12505,exendin-4,inhibits,glucose,18473991,2014-12-30 02:19:31.518052,2014-12-30 02:19:31.518052
9877,exendin-4,inhibits,glucose,23388064,2014-12-30 02:18:49.039555,2014-12-30 02:18:49.039555
13687,exendin-4,inhibits,tnfalpha,23220706,2014-12-30 02:19:44.388236,2014-12-30 02:19:44.388236
11117,exendin-4,inhibits,triacylglycerol,21956711,2014-12-30 02:19:13.928379,2014-12-30 02:19:13.928379
13432,exendin-4,interacts_with,agonist,22492036,2014-12-30 02:19:41.96543,2014-12-30 02:19:41.96543
13111,exendin-4,interacts_with,camp,21487412,2014-12-30 02:19:38.77961,2014-12-30 02:19:38.77961
10496,exendin-4,interacts_with,exendin-4,15486809,2014-12-30 02:19:03.520871,2014-12-30 02:19:03.520871
13686,exendin-4,interacts_with,exendin-4,23220706,2014-12-30 02:19:44.379181,2014-12-30 02:19:44.379181
13338,exendin-4,interacts_with,gk,22356440,2014-12-30 02:19:41.162796,2014-12-30 02:19:41.162796
13730,exendin-4,interacts_with,glp-1 receptors,23357334,2014-12-30 02:19:44.655847,2014-12-30 02:19:44.655847
12609,exendin-4,interacts_with,hypoglycemic,18977255,2014-12-30 02:19:33.611053,2014-12-30 02:19:33.611053
11282,exendin-4,interacts_with,incretins,19073224,2014-12-30 02:19:15.418034,2014-12-30 02:19:15.418034
13331,exendin-4,interacts_with,insulin,22338110,2014-12-30 02:19:41.120593,2014-12-30 02:19:41.120593
13860,exendin-4,interacts_with,insulin,23986202,2014-12-30 02:19:45.881261,2014-12-30 02:19:45.881261
13350,exendin-4,interacts_with,sirt1,22363635,2014-12-30 02:19:41.236658,2014-12-30 02:19:41.236658
10491,exendin-4,interacts_with,somatostatin,15486809,2014-12-30 02:19:03.392495,2014-12-30 02:19:03.392495
13237,exendin-4,isa,analog,21957486,2014-12-30 02:19:40.128368,2014-12-30 02:19:40.128368
10492,exendin-4,isa,analogue,15486809,2014-12-30 02:19:03.419442,2014-12-30 02:19:03.419442
13435,exendin-4,isa,analogue,22492036,2014-12-30 02:19:41.986297,2014-12-30 02:19:41.986297
12608,exendin-4,isa,antidiabetic agent,18977255,2014-12-30 02:19:33.594252,2014-12-30 02:19:33.594252
13275,exendin-4,isa,drug,22150224,2014-12-30 02:19:40.707874,2014-12-30 02:19:40.707874
13601,exendin-4,isa,drug,23000581,2014-12-30 02:19:43.531322,2014-12-30 02:19:43.531322
11852,exendin-4,isa,incretin,19120286,2014-12-30 02:19:20.544139,2014-12-30 02:19:20.544139
12645,exendin-4,isa,incretin,19217320,2014-12-30 02:19:34.161803,2014-12-30 02:19:34.161803
13647,exendin-4,isa,peptide hormones,23122871,2014-12-30 02:19:43.989135,2014-12-30 02:19:43.989135
11009,exendin-4,isa,peptide,14529486,2014-12-30 02:19:12.914895,2014-12-30 02:19:12.914895
13932,exendin-4,lower_than,exendin-4,24565847,2014-12-30 02:19:46.62995,2014-12-30 02:19:46.62995
12384,exendin-4,neg_affects,glucose tolerance,17584962,2014-12-30 02:19:27.951406,2014-12-30 02:19:27.951406
13201,exendin-4,neg_interacts_with,blood glucose,21810596,2014-12-30 02:19:39.816121,2014-12-30 02:19:39.816121
13202,exendin-4,neg_interacts_with,hba,21810596,2014-12-30 02:19:39.821326,2014-12-30 02:19:39.821326
13641,exendin-4,part_of,cells,23099275,2014-12-30 02:19:43.944576,2014-12-30 02:19:43.944576
13637,exendin-4,part_of,chloroplasts,23078126,2014-12-30 02:19:43.881398,2014-12-30 02:19:43.881398
11202,exendin-4,part_of,gila monster,20979668,2014-12-30 02:19:14.750621,2014-12-30 02:19:14.750621
13602,exendin-4,predisposes,infection,23000581,2014-12-30 02:19:43.538068,2014-12-30 02:19:43.538068
12777,exendin-4,prevents,diabetes,19846744,2014-12-30 02:19:35.416938,2014-12-30 02:19:35.416938
12397,exendin-4,prevents,diabetogenic,17673522,2014-12-30 02:19:28.402333,2014-12-30 02:19:28.402333
13599,exendin-4,prevents,hyperglycemia,22983684,2014-12-30 02:19:43.516253,2014-12-30 02:19:43.516253
12783,exendin-4,prevents,insulin resistance,19846744,2014-12-30 02:19:35.455304,2014-12-30 02:19:35.455304
13078,exendin-4,prevents,peripheral nerve degeneration,21323903,2014-12-30 02:19:38.425725,2014-12-30 02:19:38.425725
13634,exendin-4,produces,cholera toxin b subunit,23078126,2014-12-30 02:19:43.857918,2014-12-30 02:19:43.857918
12605,exendin-4,same_as,exendin-4,18977255,2014-12-30 02:19:33.539559,2014-12-30 02:19:33.539559
12842,exendin-4,stimulates,blood glucose,20197503,2014-12-30 02:19:36.109581,2014-12-30 02:19:36.109581
12823,exendin-4,stimulates,glp-1 receptor,20152707,2014-12-30 02:19:35.963983,2014-12-30 02:19:35.963983
13727,exendin-4,stimulates,glp-1 receptor,23357334,2014-12-30 02:19:44.638357,2014-12-30 02:19:44.638357
13731,exendin-4,stimulates,glp-1 receptor,23357334,2014-12-30 02:19:44.662549,2014-12-30 02:19:44.662549
13863,exendin-4,stimulates,glp-1,24101584,2014-12-30 02:19:45.92654,2014-12-30 02:19:45.92654
13698,exendin-4,stimulates,glucagon- like peptide-1 receptor,23256660,2014-12-30 02:19:44.454854,2014-12-30 02:19:44.454854
10973,exendin-4,stimulates,glucagon-like peptide (glp) receptor,16374859,2014-12-30 02:19:12.563719,2014-12-30 02:19:12.563719
12120,exendin-4,stimulates,glucagon-like peptide 1 (glp-1) receptor,11404233,2014-12-30 02:19:24.789697,2014-12-30 02:19:24.789697
11110,exendin-4,stimulates,glucagon-like peptide 1 receptor,18829977,2014-12-30 02:19:13.8683,2014-12-30 02:19:13.8683
12379,exendin-4,stimulates,glucagon-like peptide-1 (glp-1) receptor,17581835,2014-12-30 02:19:27.844756,2014-12-30 02:19:27.844756
12621,exendin-4,stimulates,glucagon-like peptide-1 (glp-1) receptor,19084986,2014-12-30 02:19:33.754239,2014-12-30 02:19:33.754239
10296,exendin-4,stimulates,glucagon-like peptide-1 receptor,12964040,2014-12-30 02:18:57.554742,2014-12-30 02:18:57.554742
12390,exendin-4,stimulates,glucagon-like peptide-1 receptor,17673522,2014-12-30 02:19:28.10121,2014-12-30 02:19:28.10121
12832,exendin-4,stimulates,glucagon-like peptide-1 receptor,20197503,2014-12-30 02:19:36.040381,2014-12-30 02:19:36.040381
13018,exendin-4,stimulates,glucagon-like peptide-1 receptor,21144822,2014-12-30 02:19:37.750056,2014-12-30 02:19:37.750056
13044,exendin-4,stimulates,glucagon-like peptide-1 receptor,21215253,2014-12-30 02:19:38.040154,2014-12-30 02:19:38.040154
13113,exendin-4,stimulates,glucagon-like peptide-1 receptor,21487412,2014-12-30 02:19:38.807746,2014-12-30 02:19:38.807746
13199,exendin-4,stimulates,glucagon-like peptide-1 receptor,21810596,2014-12-30 02:19:39.805031,2014-12-30 02:19:39.805031
13557,exendin-4,stimulates,glucagon-like peptide-1 receptor,22921965,2014-12-30 02:19:42.997998,2014-12-30 02:19:42.997998
13625,exendin-4,stimulates,glucagon-like peptide-1 receptor,23059457,2014-12-30 02:19:43.771375,2014-12-30 02:19:43.771375
13685,exendin-4,stimulates,glucagon-like peptide-1 receptor,23220706,2014-12-30 02:19:44.372857,2014-12-30 02:19:44.372857
13854,exendin-4,stimulates,glucagon-like peptide-1 receptor,23984340,2014-12-30 02:19:45.812162,2014-12-30 02:19:45.812162
13896,exendin-4,stimulates,glucagon-like peptide-1 receptor,24201448,2014-12-30 02:19:46.237138,2014-12-30 02:19:46.237138
12807,exendin-4,stimulates,glucagon-like peptide-1-receptor,20019445,2014-12-30 02:19:35.794804,2014-12-30 02:19:35.794804
13840,exendin-4,stimulates,insulin,23891516,2014-12-30 02:19:45.616168,2014-12-30 02:19:45.616168
10498,exendin-4,stimulates,somatostatin,15486809,2014-12-30 02:19:03.552893,2014-12-30 02:19:03.552893
10499,exendin-4,stimulates,somatostatin,15486809,2014-12-30 02:19:03.568209,2014-12-30 02:19:03.568209
13867,exendin-4,treats,cachexia,24101584,2014-12-30 02:19:45.973605,2014-12-30 02:19:45.973605
13868,exendin-4,treats,cancer cachexia,24101584,2014-12-30 02:19:45.981394,2014-12-30 02:19:45.981394
13004,exendin-4,treats,diabetes,21126761,2014-12-30 02:19:37.634738,2014-12-30 02:19:37.634738
13444,exendin-4,treats,diabetes,22503954,2014-12-30 02:19:42.074676,2014-12-30 02:19:42.074676
13527,exendin-4,treats,diabetes,22831885,2014-12-30 02:19:42.793194,2014-12-30 02:19:42.793194
13884,exendin-4,treats,diabetes,24140611,2014-12-30 02:19:46.11787,2014-12-30 02:19:46.11787
12137,exendin-4,treats,disease progression,14700743,2014-12-30 02:19:24.914933,2014-12-30 02:19:24.914933
13204,exendin-4,treats,dpn,21810596,2014-12-30 02:19:39.838327,2014-12-30 02:19:39.838327
13352,exendin-4,treats,fatty liver,22363635,2014-12-30 02:19:41.348072,2014-12-30 02:19:41.348072
10975,exendin-4,treats,hepatic steatosis,16374859,2014-12-30 02:19:12.577469,2014-12-30 02:19:12.577469
13097,exendin-4,treats,high fat/sucrose diet,21415845,2014-12-30 02:19:38.671309,2014-12-30 02:19:38.671309
12366,exendin-4,treats,hypertrophy,17360951,2014-12-30 02:19:27.379997,2014-12-30 02:19:27.379997
13535,exendin-4,treats,hypothalamic obesity,22831918,2014-12-30 02:19:42.841088,2014-12-30 02:19:42.841088
13112,exendin-4,treats,ischemic stroke,21487412,2014-12-30 02:19:38.793172,2014-12-30 02:19:38.793172
12102,exendin-4,treats,lesion,20068138,2014-12-30 02:19:24.591177,2014-12-30 02:19:24.591177
13843,exendin-4,treats,nps,23891516,2014-12-30 02:19:45.640612,2014-12-30 02:19:45.640612
14328,exendin-4,treats,osteopenia,21372151,2014-12-30 02:19:51.601948,2014-12-30 02:19:51.601948
13344,exendin-4,treats,symptoms,22356440,2014-12-30 02:19:41.196218,2014-12-30 02:19:41.196218
13865,exendin-4,treats,symptoms,24101584,2014-12-30 02:19:45.945575,2014-12-30 02:19:45.945575
13866,exendin-4,treats,tumor growth,24101584,2014-12-30 02:19:45.955058,2014-12-30 02:19:45.955058
11526,exendin-4,treats,type 1 diabetes,15240633,2014-12-30 02:19:17.530532,2014-12-30 02:19:17.530532
12237,exendin-4,treats,type 2 diabetes mellitus,16447056,2014-12-30 02:19:26.087981,2014-12-30 02:19:26.087981
13108,exendin-4,treats,type 2 diabetes mellitus,21487412,2014-12-30 02:19:38.745343,2014-12-30 02:19:38.745343
11903,exendin-4,treats,type 2 diabetes mellitus,23709595,2014-12-30 02:19:20.921198,2014-12-30 02:19:20.921198
13853,exendin-4,treats,type 2 diabetes mellitus,23984340,2014-12-30 02:19:45.80069,2014-12-30 02:19:45.80069
12141,exendin-4,treats,type 2 diabetes,14700743,2014-12-30 02:19:24.943122,2014-12-30 02:19:24.943122
12607,exendin-4,treats,type 2 diabetes,18977255,2014-12-30 02:19:33.577718,2014-12-30 02:19:33.577718
13084,exendin-4,treats,type 2 diabetes,21334413,2014-12-30 02:19:38.478006,2014-12-30 02:19:38.478006
13471,exendin-4,treats,type 2 diabetes,22561689,2014-12-30 02:19:42.383056,2014-12-30 02:19:42.383056
13529,exendin-4,treats,type 2 diabetes,22831918,2014-12-30 02:19:42.809022,2014-12-30 02:19:42.809022
13816,exendin-4,treats,type 2 diabetes,23747732,2014-12-30 02:19:45.424629,2014-12-30 02:19:45.424629
13851,exendin-4,treats,type 2 diabetes,23976850,2014-12-30 02:19:45.774916,2014-12-30 02:19:45.774916
13094,exendin-4,treats,type ii diabetes mellitus,21415845,2014-12-30 02:19:38.634586,2014-12-30 02:19:38.634586
12632,exn,stimulates,daclizumab,19104401,2014-12-30 02:19:33.975603,2014-12-30 02:19:33.975603
9366,factor ix,isa,proteases,18420371,2014-12-30 02:18:38.898632,2014-12-30 02:18:38.898632
9367,factor ix,stimulates,protein c,18420371,2014-12-30 02:18:38.934663,2014-12-30 02:18:38.934663
9723,factor v,inhibits,at3,12009099,2014-12-30 02:18:45.224893,2014-12-30 02:18:45.224893
9722,factor v,inhibits,prothrombin,12009099,2014-12-30 02:18:45.208808,2014-12-30 02:18:45.208808
8535,factor v,interacts_with,thrombin,19308897,2014-12-30 02:18:16.137229,2014-12-30 02:18:16.137229
9380,factor viia,part_of,recombinant,19594209,2014-12-30 02:18:39.194594,2014-12-30 02:18:39.194594
9383,factor viia,part_of,recombinant,19594209,2014-12-30 02:18:39.232882,2014-12-30 02:18:39.232882
9384,factor viia,treats,gastrointestinal hemorrhage,19594209,2014-12-30 02:18:39.258214,2014-12-30 02:18:39.258214
9381,factor viia,treats,massive gastrointestinal hemorrhage,19594209,2014-12-30 02:18:39.204173,2014-12-30 02:18:39.204173
8534,factor viii,interacts_with,thrombin,19308897,2014-12-30 02:18:16.124911,2014-12-30 02:18:16.124911
9311,factor x activator,coexists_with,venom,1919428,2014-12-30 02:18:37.384769,2014-12-30 02:18:37.384769
10979,fatty acid,coexists_with,genes,16374859,2014-12-30 02:19:12.605525,2014-12-30 02:19:12.605525
13239,fatty acids,causes,steatosis,21957486,2014-12-30 02:19:40.150396,2014-12-30 02:19:40.150396
9700,fbg,part_of,blood,20193529,2014-12-30 02:18:44.898273,2014-12-30 02:18:44.898273
8749,fc gamma receptors,associated_with,corneal inflammation,11441099,2014-12-30 02:18:24.82698,2014-12-30 02:18:24.82698
8331,fc gamma rii,part_of,platelet,8571730,2014-12-30 02:18:11.990709,2014-12-30 02:18:11.990709
14345,fenofibrate,affects,glucose metabolism,23827952,2014-12-30 02:19:51.936138,2014-12-30 02:19:51.936138
8949,fexofenadine,prevents,side-effects,10843430,2014-12-30 02:18:29.334885,2014-12-30 02:18:29.334885
11120,fgf21,associated_with,type 2 diabetes mellitus,21956711,2014-12-30 02:19:13.949802,2014-12-30 02:19:13.949802
11122,fgf21,augments,ampk phosphorylation,21956711,2014-12-30 02:19:13.963962,2014-12-30 02:19:13.963962
11112,fgf21,part_of,hepatic,21956711,2014-12-30 02:19:13.881922,2014-12-30 02:19:13.881922
11121,fgf21,part_of,hepatic,21956711,2014-12-30 02:19:13.956103,2014-12-30 02:19:13.956103
11113,fgf21,produces,fgf21,21956711,2014-12-30 02:19:13.892508,2014-12-30 02:19:13.892508
11114,fgf21,produces,fibroblast growth factor (fgf)21,21956711,2014-12-30 02:19:13.902503,2014-12-30 02:19:13.902503
8139,fibrin,associated_with,nephritis,794557,2014-12-30 02:18:08.542869,2014-12-30 02:18:08.542869
8190,fibrin,augments,fibrinolysis,2186630,2014-12-30 02:18:09.517369,2014-12-30 02:18:09.517369
8444,fibrin,causes,cerebral microvascular occlusion,21868728,2014-12-30 02:18:13.701698,2014-12-30 02:18:13.701698
8191,fibrin,inhibits,plasminogen activator inhibitor,2186630,2014-12-30 02:18:09.523754,2014-12-30 02:18:09.523754
9693,fibrin,isa,polymer,17039794,2014-12-30 02:18:44.812187,2014-12-30 02:18:44.812187
9258,fibrinogen degradation products,augments,fibrinolysis,6737775,2014-12-30 02:18:36.469888,2014-12-30 02:18:36.469888
8155,fibrinogen,affects,blood,1069443,2014-12-30 02:18:08.835487,2014-12-30 02:18:08.835487
9424,fibrinogen,affects,fall,8520523,2014-12-30 02:18:39.850813,2014-12-30 02:18:39.850813
9692,fibrinogen,associated_with,mee,17039794,2014-12-30 02:18:44.79509,2014-12-30 02:18:44.79509
9691,fibrinogen,associated_with,middle ear effusion,17039794,2014-12-30 02:18:44.781842,2014-12-30 02:18:44.781842
8276,fibrinogen,coexists_with,fibrinogen degradation products,6948396,2014-12-30 02:18:11.297373,2014-12-30 02:18:11.297373
8401,fibrinogen,disrupts,blood viscosity,10796295,2014-12-30 02:18:13.044579,2014-12-30 02:18:13.044579
8425,fibrinogen,disrupts,blood viscosity,12917882,2014-12-30 02:18:13.423883,2014-12-30 02:18:13.423883
8445,fibrinogen,disrupts,blood viscosity,22419274,2014-12-30 02:18:13.715194,2014-12-30 02:18:13.715194
8554,fibrinogen,interacts_with,fibrin,1209541,2014-12-30 02:18:16.47136,2014-12-30 02:18:16.47136
8324,fibrinogen,interacts_with,fibrin,8457476,2014-12-30 02:18:11.860673,2014-12-30 02:18:11.860673
8337,fibrinogen,interacts_with,gpiib/iiia receptors,8607122,2014-12-30 02:18:12.111493,2014-12-30 02:18:12.111493
9695,fibrinogen,interacts_with,surface active agents,17039794,2014-12-30 02:18:44.838073,2014-12-30 02:18:44.838073
8533,fibrinogen,interacts_with,thrombin,19308897,2014-12-30 02:18:16.102145,2014-12-30 02:18:16.102145
10895,fibrinogen,isa,binding protein,22958286,2014-12-30 02:19:11.689335,2014-12-30 02:19:11.689335
8235,fibrinogen,neg_stimulates,factor xiii,3871465,2014-12-30 02:18:10.549128,2014-12-30 02:18:10.549128
8157,fibrinogen,part_of,blood,1078314,2014-12-30 02:18:08.866845,2014-12-30 02:18:08.866845
10251,fibrinogen,part_of,blood,14676521,2014-12-30 02:18:56.816664,2014-12-30 02:18:56.816664
9352,fibrinogen,produces,enzymes,17674318,2014-12-30 02:18:38.618584,2014-12-30 02:18:38.618584
9351,fibrinogen,produces,toxins,17674318,2014-12-30 02:18:38.591258,2014-12-30 02:18:38.591258
8128,fibrinogen/fibrin degradation products,coexists_with,plasminogen,725844,2014-12-30 02:18:08.169939,2014-12-30 02:18:08.169939
9626,fibrinolytic agent,treats,acute myocardial infarction,2209234,2014-12-30 02:18:43.629048,2014-12-30 02:18:43.629048
8204,fibrinolytic agent,treats,ischemic stroke,2643955,2014-12-30 02:18:09.781823,2014-12-30 02:18:09.781823
8555,fibrinopeptide b,isa,fibrinopeptide,1209541,2014-12-30 02:18:16.494149,2014-12-30 02:18:16.494149
11124,fibroblast growth factor 21,associated_with,disease,21956711,2014-12-30 02:19:13.97683,2014-12-30 02:19:13.97683
11125,fibroblast growth factor 21,associated_with,non-alcoholic fatty liver,21956711,2014-12-30 02:19:13.983758,2014-12-30 02:19:13.983758
11123,fibroblast growth factor 21,part_of,hepatic,21956711,2014-12-30 02:19:13.970011,2014-12-30 02:19:13.970011
10047,fibronectin,augments,renal cortex,18957871,2014-12-30 02:18:53.056641,2014-12-30 02:18:53.056641
10894,fibronectin,isa,binding protein,22958286,2014-12-30 02:19:11.681736,2014-12-30 02:19:11.681736
9354,fibronectin,produces,enzymes,17674318,2014-12-30 02:18:38.665243,2014-12-30 02:18:38.665243
9353,fibronectin,produces,toxins,17674318,2014-12-30 02:18:38.638968,2014-12-30 02:18:38.638968
11047,fiia,interacts_with,fibrinogen,15916735,2014-12-30 02:19:13.189765,2014-12-30 02:19:13.189765
10822,filaggrin's,associated_with,disease,20975288,2014-12-30 02:19:10.643003,2014-12-30 02:19:10.643003
10821,filaggrin,neg_coexists_with,allergen,20975288,2014-12-30 02:19:10.633777,2014-12-30 02:19:10.633777
10583,fire ant venom,associated_with,stings,1401645,2014-12-30 02:19:05.674875,2014-12-30 02:19:05.674875
10585,fire ant venom-specific ige,isa,antibodies,9662108,2014-12-30 02:19:05.698137,2014-12-30 02:19:05.698137
7957,fk506,prevents,atrophy,16908293,2014-12-30 02:18:06.342173,2014-12-30 02:18:06.342173
10737,flavor,compared_with,flavors,2992719,2014-12-30 02:19:09.592821,2014-12-30 02:19:09.592821
10898,fnbp,isa,fnbp,22958286,2014-12-30 02:19:11.725396,2014-12-30 02:19:11.725396
9107,formalin,disrupts,nociception,20696145,2014-12-30 02:18:33.16806,2014-12-30 02:18:33.16806
13990,formalin,inhibits,n-type calcium-channel,10692631,2014-12-30 02:19:47.320141,2014-12-30 02:19:47.320141
11831,fpg,stimulates,glibenclamide,20151774,2014-12-30 02:19:20.422847,2014-12-30 02:19:20.422847
11842,fppr,coexists_with,exenatide,23984793,2014-12-30 02:19:20.491513,2014-12-30 02:19:20.491513
11841,fppr,coexists_with,metformin,23984793,2014-12-30 02:19:20.485509,2014-12-30 02:19:20.485509
9724,fragments x,coexists_with,bitten,6537796,2014-12-30 02:18:45.249158,2014-12-30 02:18:45.249158
13917,fragments,part_of,pancreatic,24353307,2014-12-30 02:19:46.502339,2014-12-30 02:19:46.502339
8955,freund's adjuvant,isa,injection,11207399,2014-12-30 02:18:29.441541,2014-12-30 02:18:29.441541
8971,freund's adjuvant,isa,injection,12031688,2014-12-30 02:18:29.785697,2014-12-30 02:18:29.785697
8956,freund's adjuvant,uses,freund's adjuvant,11207399,2014-12-30 02:18:29.464863,2014-12-30 02:18:29.464863
8972,freund's adjuvant,uses,freund's adjuvant,12031688,2014-12-30 02:18:29.820392,2014-12-30 02:18:29.820392
14113,fsh,interacts_with,drugs,17382461,2014-12-30 02:19:48.894669,2014-12-30 02:19:48.894669
14114,fsh,interacts_with,lh/cg receptor,17382461,2014-12-30 02:19:48.908714,2014-12-30 02:19:48.908714
11245,fusion proteins,interacts_with,e. coli,21793303,2014-12-30 02:19:15.060317,2014-12-30 02:19:15.060317
9248,g protein alpha-subunit,stimulates,phospholipase c,8613234,2014-12-30 02:18:36.323534,2014-12-30 02:18:36.323534
9250,g protein,affects,cell membrane,8613234,2014-12-30 02:18:36.36776,2014-12-30 02:18:36.36776
11025,g protein,interacts_with,gabapentin,17325515,2014-12-30 02:19:13.051072,2014-12-30 02:19:13.051072
11003,g protein-coupled receptors,part_of,pancreatic beta-cells,14529486,2014-12-30 02:19:12.794725,2014-12-30 02:19:12.794725
9251,g proteins,associated_with,hypertension,8613234,2014-12-30 02:18:36.380214,2014-12-30 02:18:36.380214
11015,g-protein,neg_part_of,dorsal horn,15028774,2014-12-30 02:19:12.972723,2014-12-30 02:19:12.972723
11714,gaba,associated_with,pain,20889259,2014-12-30 02:19:19.475047,2014-12-30 02:19:19.475047
10187,gaba,interacts_with,anticonvulsant,15953769,2014-12-30 02:18:55.682286,2014-12-30 02:18:55.682286
11712,gaba-b receptors,part_of,cells,19477168,2014-12-30 02:19:19.464445,2014-12-30 02:19:19.464445
11711,gaba-b receptors,part_of,xenopus oocytes,19477168,2014-12-30 02:19:19.457771,2014-12-30 02:19:19.457771
11026,gabapentin,augments,noradrenergic,17325515,2014-12-30 02:19:13.058508,2014-12-30 02:19:13.058508
11028,gabapentin,augments,noradrenergic,17325515,2014-12-30 02:19:13.07265,2014-12-30 02:19:13.07265
11027,gabapentin,prevents,postoperative pain,17325515,2014-12-30 02:19:13.06612,2014-12-30 02:19:13.06612
11024,gabapentin,treats,hypersensitivity,17325515,2014-12-30 02:19:13.044123,2014-12-30 02:19:13.044123
11211,gabapentin,treats,neuropathic pain,18516973,2014-12-30 02:19:14.807895,2014-12-30 02:19:14.807895
10469,gabapentin,treats,neuropathy pain,22361521,2014-12-30 02:19:02.823803,2014-12-30 02:19:02.823803
10070,gad,augments,striatum,7725331,2014-12-30 02:18:53.533182,2014-12-30 02:18:53.533182
7567,gastric inhibitory polypeptide,produces,pyy,7569765,2014-12-30 02:18:02.485751,2014-12-30 02:18:02.485751
7340,gastrin releasing peptide,affects,gastric function,2033507,2014-12-30 02:18:00.252076,2014-12-30 02:18:00.252076
7356,gastrin releasing peptide,disrupts,gastric acid secretion,2409424,2014-12-30 02:18:00.391247,2014-12-30 02:18:00.391247
7572,gastrin releasing peptide,isa,peptides,7705441,2014-12-30 02:18:02.524678,2014-12-30 02:18:02.524678
7961,gastrin releasing peptide,part_of,amygdala,17208656,2014-12-30 02:18:06.374056,2014-12-30 02:18:06.374056
7799,gastrin,affects,pancreatic cancer,10982627,2014-12-30 02:18:04.967793,2014-12-30 02:18:04.967793
7698,gastrin,interacts_with,gastrin,9175202,2014-12-30 02:18:03.89775,2014-12-30 02:18:03.89775
7699,gastrin,interacts_with,somatostatin,9175202,2014-12-30 02:18:03.904801,2014-12-30 02:18:03.904801
8053,gastrin-releasing peptide (grp) receptors,part_of,breast,20410458,2014-12-30 02:18:07.166491,2014-12-30 02:18:07.166491
8052,gastrin-releasing peptide (grp) receptors,part_of,prostate,20410458,2014-12-30 02:18:07.159043,2014-12-30 02:18:07.159043
10540,gastrin-releasing peptide receptor,affects,arthritis,18590783,2014-12-30 02:19:04.611303,2014-12-30 02:19:04.611303
7901,gastrin-releasing peptide receptor,affects,memory,16023260,2014-12-30 02:18:05.658944,2014-12-30 02:18:05.658944
7976,gastrin-releasing peptide receptor,inhibits,grpr,17629354,2014-12-30 02:18:06.497231,2014-12-30 02:18:06.497231
