id,venom,effect,pmid,created_at,updated_at
15647,cobra venom,vascular flow,6696049,2014-12-30 02:26:41.180666,2014-12-30 02:26:41.180666
15648,cobra venom,pulmonary edema,6696049,2014-12-30 02:26:41.190978,2014-12-30 02:26:41.190978
15649,cobra venom,acute respiratory distress,7234970,2014-12-30 02:26:41.200252,2014-12-30 02:26:41.200252
15650,cobra venom,adult respiratory distress syndrome,7234970,2014-12-30 02:26:41.209407,2014-12-30 02:26:41.209407
15651,cobra venom,undifferentiated inflammatory polyarthritis,7347767,2014-12-30 02:26:41.21813,2014-12-30 02:26:41.21813
15652,cobra venom,malignant neoplastic disease,7493340,2014-12-30 02:26:41.227148,2014-12-30 02:26:41.227148
15653,cobra venom,malignant tumor of pancreas,7493340,2014-12-30 02:26:41.23703,2014-12-30 02:26:41.23703
15654,cobra venom,"neoplasm, malignant (primary)",7493340,2014-12-30 02:26:41.2465,2014-12-30 02:26:41.2465
15655,cobra venom,neoplasm,7493340,2014-12-30 02:26:41.255913,2014-12-30 02:26:41.255913
15656,cobra venom,does not play,8082302,2014-12-30 02:26:41.265763,2014-12-30 02:26:41.265763
15657,cobra venom,necrotizing vasculitis,8082302,2014-12-30 02:26:41.275144,2014-12-30 02:26:41.275144
15658,cobra venom,recruitment,8693522,2014-12-30 02:26:41.285126,2014-12-30 02:26:41.285126
15659,cobra venom,blood vessel permeability,8755663,2014-12-30 02:26:41.294257,2014-12-30 02:26:41.294257
15660,cobra venom,tumor necrosis,8779679,2014-12-30 02:26:41.303626,2014-12-30 02:26:41.303626
15661,cobra venom,sepsis,9371665,2014-12-30 02:26:41.313564,2014-12-30 02:26:41.313564
15662,cobra venom,immunosuppression,9371665,2014-12-30 02:26:41.322733,2014-12-30 02:26:41.322733
15663,cobra venom,graft rejection,9371665,2014-12-30 02:26:41.332038,2014-12-30 02:26:41.332038
15664,cobra venom,viral pneumonia,9371665,2014-12-30 02:26:41.341539,2014-12-30 02:26:41.341539
15665,cobra venom,tumor necrosis,9371665,2014-12-30 02:26:41.350715,2014-12-30 02:26:41.350715
15666,cobra venom,neoplasm,9413745,2014-12-30 02:26:41.359982,2014-12-30 02:26:41.359982
15667,cobra venom,neuroblastoma,9413745,2014-12-30 02:26:41.369101,2014-12-30 02:26:41.369101
15668,cobra venom,red color,9430849,2014-12-30 02:26:41.37817,2014-12-30 02:26:41.37817
15669,cobra venom,albuminuria,9430849,2014-12-30 02:26:41.387457,2014-12-30 02:26:41.387457
15670,cobra venom,proteinuria,9430849,2014-12-30 02:26:41.396791,2014-12-30 02:26:41.396791
15671,cobra venom,nephritis,9430849,2014-12-30 02:26:41.405955,2014-12-30 02:26:41.405955
15672,cobra venom,retraction,9430849,2014-12-30 02:26:41.41511,2014-12-30 02:26:41.41511
15673,cobra venom,demyelination,9522271,2014-12-30 02:26:41.424104,2014-12-30 02:26:41.424104
15674,cobra venom,neuritis,9522271,2014-12-30 02:26:41.433481,2014-12-30 02:26:41.433481
15675,cobra venom,viremia,10029251,2014-12-30 02:26:41.442553,2014-12-30 02:26:41.442553
15676,cobra venom,infectious disease,10029251,2014-12-30 02:26:41.451756,2014-12-30 02:26:41.451756
15677,cobra venom,infection,10029251,2014-12-30 02:26:41.46121,2014-12-30 02:26:41.46121
15678,cobra venom,immunodeficiency disorder,10029251,2014-12-30 02:26:41.470883,2014-12-30 02:26:41.470883
15679,cobra venom,fever,10600909,2014-12-30 02:26:41.480441,2014-12-30 02:26:41.480441
15680,cobra venom,recruitment,10606985,2014-12-30 02:26:41.492921,2014-12-30 02:26:41.492921
15681,cobra venom,arthritis,10606985,2014-12-30 02:26:41.502095,2014-12-30 02:26:41.502095
15682,cobra venom,stress,10623859,2014-12-30 02:26:41.511345,2014-12-30 02:26:41.511345
15683,cobra venom,ischemia,10623859,2014-12-30 02:26:41.520308,2014-12-30 02:26:41.520308
15684,cobra venom,gastritis,10623859,2014-12-30 02:26:41.529071,2014-12-30 02:26:41.529071
15685,cobra venom,swelling,10868343,2014-12-30 02:26:41.53856,2014-12-30 02:26:41.53856
15686,cobra venom,increased thickness,10868343,2014-12-30 02:26:41.547481,2014-12-30 02:26:41.547481
15687,cobra venom,tumor necrosis,11136932,2014-12-30 02:26:41.556714,2014-12-30 02:26:41.556714
15688,cobra venom,dystonia,11208190,2014-12-30 02:26:41.565644,2014-12-30 02:26:41.565644
15689,cobra venom,hypoglycemia,11208190,2014-12-30 02:26:41.574902,2014-12-30 02:26:41.574902
15690,cobra venom,general metabolic function,11208190,2014-12-30 02:26:41.584044,2014-12-30 02:26:41.584044
15691,cobra venom,hypoglycaemia,11208190,2014-12-30 02:26:41.593472,2014-12-30 02:26:41.593472
15692,cobra venom,nephritis,11253115,2014-12-30 02:26:41.603208,2014-12-30 02:26:41.603208
15693,cobra venom,apathy,11253115,2014-12-30 02:26:41.612547,2014-12-30 02:26:41.612547
15694,cobra venom,albuminuria,11253115,2014-12-30 02:26:41.622161,2014-12-30 02:26:41.622161
15695,cobra venom,proteinuria,11253115,2014-12-30 02:26:41.631622,2014-12-30 02:26:41.631622
15696,cobra venom,hypoxia,11278106,2014-12-30 02:26:41.641671,2014-12-30 02:26:41.641671
15697,cobra venom,disability,11278106,2014-12-30 02:26:41.653112,2014-12-30 02:26:41.653112
15698,cobra venom,ischemia,11278106,2014-12-30 02:26:41.721707,2014-12-30 02:26:41.721707
15699,cobra venom,albuminuria,11344557,2014-12-30 02:26:41.730759,2014-12-30 02:26:41.730759
15700,cobra venom,proteinuria,11344557,2014-12-30 02:26:41.740246,2014-12-30 02:26:41.740246
15701,cobra venom,ocular onchocerciasis,11441099,2014-12-30 02:26:41.74918,2014-12-30 02:26:41.74918
15702,cobra venom,intestinal volvulus,11441099,2014-12-30 02:26:41.757996,2014-12-30 02:26:41.757996
15703,cobra venom,recruitment,11441099,2014-12-30 02:26:41.766776,2014-12-30 02:26:41.766776
15704,cobra venom,arthus type urticaria,11441099,2014-12-30 02:26:41.775683,2014-12-30 02:26:41.775683
15705,cobra venom,arthus reaction,11441099,2014-12-30 02:26:41.784987,2014-12-30 02:26:41.784987
15706,cobra venom,host defense,11441099,2014-12-30 02:26:41.794254,2014-12-30 02:26:41.794254
15707,cobra venom,myocardial infarction,11446502,2014-12-30 02:26:41.803329,2014-12-30 02:26:41.803329
15708,cobra venom,coronary occlusion,11446502,2014-12-30 02:26:41.812266,2014-12-30 02:26:41.812266
15709,cobra venom,1/3 meter,11446502,2014-12-30 02:26:41.821395,2014-12-30 02:26:41.821395
15710,cobra venom,blood vessel permeability,11525781,2014-12-30 02:26:41.836504,2014-12-30 02:26:41.836504
15711,cobra venom,stress,11764002,2014-12-30 02:26:41.846581,2014-12-30 02:26:41.846581
15712,cobra venom,ischemia,11764002,2014-12-30 02:26:41.857111,2014-12-30 02:26:41.857111
15713,cobra venom,general metabolic function,15619012,2014-12-30 02:26:41.871751,2014-12-30 02:26:41.871751
15714,cobra venom,cardiac function,15619012,2014-12-30 02:26:41.88257,2014-12-30 02:26:41.88257
15715,cobra venom,swelling,15730818,2014-12-30 02:26:41.893679,2014-12-30 02:26:41.893679
15716,cobra venom,fever,15802558,2014-12-30 02:26:41.904861,2014-12-30 02:26:41.904861
15717,cobra venom,hypoxia,15854749,2014-12-30 02:26:41.914952,2014-12-30 02:26:41.914952
15718,cobra venom,ischemia,15854749,2014-12-30 02:26:41.925076,2014-12-30 02:26:41.925076
15719,cobra venom,cerebral atrophy,15854749,2014-12-30 02:26:41.93495,2014-12-30 02:26:41.93495
15720,cobra venom,not detected,16251069,2014-12-30 02:26:41.948057,2014-12-30 02:26:41.948057
15721,cobra venom,circulatory failure,16782534,2014-12-30 02:26:41.9581,2014-12-30 02:26:41.9581
15722,cobra venom,neutropenic disorder,16782534,2014-12-30 02:26:41.967422,2014-12-30 02:26:41.967422
15723,cobra venom,blood pressure,16782534,2014-12-30 02:26:41.984096,2014-12-30 02:26:41.984096
15724,cobra venom,sepsis,16782534,2014-12-30 02:26:41.993841,2014-12-30 02:26:41.993841
15725,cobra venom,neutropenia,16782534,2014-12-30 02:26:42.005235,2014-12-30 02:26:42.005235
15726,cobra venom,acute respiratory distress,16782534,2014-12-30 02:26:42.024155,2014-12-30 02:26:42.024155
15727,cobra venom,adult respiratory distress syndrome,16782534,2014-12-30 02:26:42.037449,2014-12-30 02:26:42.037449
15728,cobra venom,granulocytopenia,16782534,2014-12-30 02:26:42.047618,2014-12-30 02:26:42.047618
15729,cobra venom,heart beat,17175243,2014-12-30 02:26:42.057217,2014-12-30 02:26:42.057217
15730,cobra venom,not needed,17991145,2014-12-30 02:26:42.074292,2014-12-30 02:26:42.074292
15731,cobra venom,graft rejection,17991145,2014-12-30 02:26:42.084916,2014-12-30 02:26:42.084916
15732,cobra venom,swelling,19169271,2014-12-30 02:26:42.095239,2014-12-30 02:26:42.095239
15733,cobra venom,arthritis,19169271,2014-12-30 02:26:42.105138,2014-12-30 02:26:42.105138
15734,cobra venom,hyperaesthesia,19169271,2014-12-30 02:26:42.114481,2014-12-30 02:26:42.114481
15735,cobra venom,common cold,19169271,2014-12-30 02:26:42.124015,2014-12-30 02:26:42.124015
15736,cobra venom,tumor necrosis,19169271,2014-12-30 02:26:42.133959,2014-12-30 02:26:42.133959
15737,cobra venom,chronic obstructive lung disease,19169271,2014-12-30 02:26:42.145125,2014-12-30 02:26:42.145125
15738,cobra venom,splitting sensation quality,19695303,2014-12-30 02:26:42.15525,2014-12-30 02:26:42.15525
15739,cobra venom,alzheimer's disease,19695303,2014-12-30 02:26:42.164955,2014-12-30 02:26:42.164955
15740,cobra venom,metachromatic leukodystrophy,19825384,2014-12-30 02:26:42.174355,2014-12-30 02:26:42.174355
15741,cobra venom,arthritis,19825384,2014-12-30 02:26:42.184666,2014-12-30 02:26:42.184666
15742,cobra venom,circulatory failure,20702808,2014-12-30 02:26:42.193875,2014-12-30 02:26:42.193875
15743,cobra venom,mobility,20702808,2014-12-30 02:26:42.203142,2014-12-30 02:26:42.203142
15744,cobra venom,chronic pain,21614945,2014-12-30 02:26:42.212046,2014-12-30 02:26:42.212046
15745,cobra venom,fever,21614945,2014-12-30 02:26:42.220966,2014-12-30 02:26:42.220966
15746,cobra venom,victim of abuse,21614945,2014-12-30 02:26:42.230065,2014-12-30 02:26:42.230065
15747,cobra venom,licking,21841815,2014-12-30 02:26:42.239371,2014-12-30 02:26:42.239371
15748,cobra venom,liver function,22666742,2014-12-30 02:26:42.249103,2014-12-30 02:26:42.249103
15749,cobra venom,liver cell carcinoma (clinical),22888519,2014-12-30 02:26:42.258757,2014-12-30 02:26:42.258757
15750,cobra venom,"neoplasm, malignant (primary)",22888519,2014-12-30 02:26:42.268035,2014-12-30 02:26:42.268035
15751,cobra venom,neoplasm,22888519,2014-12-30 02:26:42.277337,2014-12-30 02:26:42.277337
15752,cobra venom,hepatocellular carcinoma,22888519,2014-12-30 02:26:42.343083,2014-12-30 02:26:42.343083
15753,cobra venom,malignant neoplastic disease,22888519,2014-12-30 02:26:42.352417,2014-12-30 02:26:42.352417
15754,cobra venom,swelling,23588254,2014-12-30 02:26:42.361566,2014-12-30 02:26:42.361566
15755,cobra venom,hyperaesthesia,23588254,2014-12-30 02:26:42.370945,2014-12-30 02:26:42.370945
15756,cobra venom,neuropathy peripheral,23588254,2014-12-30 02:26:42.380162,2014-12-30 02:26:42.380162
15757,cobra venom,pain threshold,23588254,2014-12-30 02:26:42.389525,2014-12-30 02:26:42.389525
15758,cobra venom,necrosis,23711147,2014-12-30 02:26:42.399179,2014-12-30 02:26:42.399179
15759,cobra venom,ascites,23711147,2014-12-30 02:26:42.408582,2014-12-30 02:26:42.408582
15760,cobra venom,"neoplasm, malignant (primary)",23711147,2014-12-30 02:26:42.417663,2014-12-30 02:26:42.417663
15761,cobra venom,malignant neoplastic disease,23711147,2014-12-30 02:26:42.427398,2014-12-30 02:26:42.427398
15765,bombesin nonapeptide,gastric acid secretion,367854,2014-12-30 02:26:42.465149,2014-12-30 02:26:42.465149
15766,bee venoms,undifferentiated inflammatory polyarthritis,474306,2014-12-30 02:26:42.474359,2014-12-30 02:26:42.474359
15767,bee venoms,arthritis,474306,2014-12-30 02:26:42.484302,2014-12-30 02:26:42.484302
15768,bee venoms,immune response,474306,2014-12-30 02:26:42.497084,2014-12-30 02:26:42.497084
15769,bee venoms,deterioration of status,546252,2014-12-30 02:26:42.509117,2014-12-30 02:26:42.509117
15770,bee venoms,allergic reaction,546252,2014-12-30 02:26:42.518855,2014-12-30 02:26:42.518855
15771,bee venoms,allergic disposition,602341,2014-12-30 02:26:42.528755,2014-12-30 02:26:42.528755
15772,bee venoms,allergic disposition,838994,2014-12-30 02:26:42.538966,2014-12-30 02:26:42.538966
15773,bee venoms,anaphylactoid reaction,1172815,2014-12-30 02:26:42.54957,2014-12-30 02:26:42.54957
15774,bee venoms,circulatory failure,1359383,2014-12-30 02:26:42.5591,2014-12-30 02:26:42.5591
15775,bee venoms,allergic reaction,1359383,2014-12-30 02:26:42.569912,2014-12-30 02:26:42.569912
15776,bee venoms,allergic disposition,1359383,2014-12-30 02:26:42.579275,2014-12-30 02:26:42.579275
15777,bee venoms,oedema,1359383,2014-12-30 02:26:42.58859,2014-12-30 02:26:42.58859
15778,bee venoms,angioedema,1551035,2014-12-30 02:26:42.600104,2014-12-30 02:26:42.600104
15779,bee venoms,urticaria,1551035,2014-12-30 02:26:42.610112,2014-12-30 02:26:42.610112
15780,bee venoms,allergic disposition,1551035,2014-12-30 02:26:42.621329,2014-12-30 02:26:42.621329
15781,bee venoms,circulatory failure,1897686,2014-12-30 02:26:42.63351,2014-12-30 02:26:42.63351
15782,bee venoms,anaphylactoid reaction,2419385,2014-12-30 02:26:42.643263,2014-12-30 02:26:42.643263
15783,bee venoms,rash erythematous,2627100,2014-12-30 02:26:42.652777,2014-12-30 02:26:42.652777
15784,bee venoms,anaphylactoid reaction,2737470,2014-12-30 02:26:42.661958,2014-12-30 02:26:42.661958
15785,bee venoms,rash erythematous,3189964,2014-12-30 02:26:42.67203,2014-12-30 02:26:42.67203
15786,bee venoms,fever,3189964,2014-12-30 02:26:42.68163,2014-12-30 02:26:42.68163
15787,bee venoms,anaphylactoid reaction,3189964,2014-12-30 02:26:42.693829,2014-12-30 02:26:42.693829
15788,bee venoms,asymptomatic,3189964,2014-12-30 02:26:42.704325,2014-12-30 02:26:42.704325
15789,bee venoms,arthralgia,3189964,2014-12-30 02:26:42.713337,2014-12-30 02:26:42.713337
15790,bee venoms,asthma,3189964,2014-12-30 02:26:42.728628,2014-12-30 02:26:42.728628
15791,bee venoms,headache,3189964,2014-12-30 02:26:42.737648,2014-12-30 02:26:42.737648
15792,bee venoms,illness: switched off,3349595,2014-12-30 02:26:42.747282,2014-12-30 02:26:42.747282
15793,bee venoms,anaphylactoid reaction,3711549,2014-12-30 02:26:42.756322,2014-12-30 02:26:42.756322
15794,bee venoms,allergic disposition,3770979,2014-12-30 02:26:42.765509,2014-12-30 02:26:42.765509
15795,bee venoms,circulatory failure,3816590,2014-12-30 02:26:42.775253,2014-12-30 02:26:42.775253
15796,bee venoms,allergic reaction,3816590,2014-12-30 02:26:42.785074,2014-12-30 02:26:42.785074
15797,bee venoms,allergic disposition,3816590,2014-12-30 02:26:42.794498,2014-12-30 02:26:42.794498
15798,bee venoms,allergic disposition,4032132,2014-12-30 02:26:42.803839,2014-12-30 02:26:42.803839
15799,bee venoms,anaphylactoid reaction,4071339,2014-12-30 02:26:42.813164,2014-12-30 02:26:42.813164
15800,bee venoms,urticaria,4071339,2014-12-30 02:26:42.822386,2014-12-30 02:26:42.822386
15801,bee venoms,allergic disposition,4071339,2014-12-30 02:26:42.831585,2014-12-30 02:26:42.831585
15802,bee venoms,blood vessel permeability,4152780,2014-12-30 02:26:42.840886,2014-12-30 02:26:42.840886
15803,bee venoms,arthritis,4152780,2014-12-30 02:26:42.850217,2014-12-30 02:26:42.850217
15804,bee venoms,vascular flow,4152780,2014-12-30 02:26:42.859515,2014-12-30 02:26:42.859515
15805,bee venoms,tissue perfusion measure,4152780,2014-12-30 02:26:42.930978,2014-12-30 02:26:42.930978
15806,bee venoms,denervation,4152780,2014-12-30 02:26:42.945563,2014-12-30 02:26:42.945563
15807,bee venoms,oedema,4152780,2014-12-30 02:26:42.956982,2014-12-30 02:26:42.956982
15808,bee venoms,anaphylactoid reaction,6146275,2014-12-30 02:26:42.966316,2014-12-30 02:26:42.966316
15809,bee venoms,contraindicated,6146275,2014-12-30 02:26:42.975414,2014-12-30 02:26:42.975414
15810,bee venoms,swelling,6177321,2014-12-30 02:26:42.984591,2014-12-30 02:26:42.984591
15811,bee venoms,arthritis,6177321,2014-12-30 02:26:42.994479,2014-12-30 02:26:42.994479
15812,bee venoms,general metabolic function,6177321,2014-12-30 02:26:43.003704,2014-12-30 02:26:43.003704
15813,bee venoms,depressive disorder,6177321,2014-12-30 02:26:43.013194,2014-12-30 02:26:43.013194
15814,bee venoms,hypotension,6194197,2014-12-30 02:26:43.022446,2014-12-30 02:26:43.022446
15815,bee venoms,very high,6619452,2014-12-30 02:26:43.031882,2014-12-30 02:26:43.031882
15816,bee venoms,anaphylactoid reaction,6699314,2014-12-30 02:26:43.041609,2014-12-30 02:26:43.041609
15817,bee venoms,allergic disposition,6699314,2014-12-30 02:26:43.051376,2014-12-30 02:26:43.051376
15818,bee venoms,immune response,7313646,2014-12-30 02:26:43.061336,2014-12-30 02:26:43.061336
15819,bee venoms,withdrawn,7430506,2014-12-30 02:26:43.070728,2014-12-30 02:26:43.070728
15820,bee venoms,myocardial infarction,7472785,2014-12-30 02:26:43.080098,2014-12-30 02:26:43.080098
15821,bee venoms,necrosis,7472785,2014-12-30 02:26:43.089724,2014-12-30 02:26:43.089724
15822,bee venoms,urticaria,8006322,2014-12-30 02:26:43.099333,2014-12-30 02:26:43.099333
15823,bee venoms,stress,8054829,2014-12-30 02:26:43.109334,2014-12-30 02:26:43.109334
15824,bee venoms,anaphylactoid reaction,8238797,2014-12-30 02:26:43.118876,2014-12-30 02:26:43.118876
15825,bee venoms,allergic reaction,8238797,2014-12-30 02:26:43.128006,2014-12-30 02:26:43.128006
15826,bee venoms,family history with explicit context,8703250,2014-12-30 02:26:43.136914,2014-12-30 02:26:43.136914
15827,bee venoms,anxiety,8703250,2014-12-30 02:26:43.145944,2014-12-30 02:26:43.145944
15828,bee venoms,anaphylactoid reaction,8703250,2014-12-30 02:26:43.15483,2014-12-30 02:26:43.15483
15829,bee venoms,allergic reaction,8703250,2014-12-30 02:26:43.1666,2014-12-30 02:26:43.1666
15830,bee venoms,convulsions,8737971,2014-12-30 02:26:43.176146,2014-12-30 02:26:43.176146
15831,bee venoms,neuropathy,8737971,2014-12-30 02:26:43.18534,2014-12-30 02:26:43.18534
15832,bee venoms,allergic disposition,8765816,2014-12-30 02:26:43.194123,2014-12-30 02:26:43.194123
15833,bee venoms,tetanus,8833918,2014-12-30 02:26:43.20305,2014-12-30 02:26:43.20305
15834,bee venoms,allergic disposition,8833918,2014-12-30 02:26:43.212219,2014-12-30 02:26:43.212219
15835,bee venoms,anaphylactoid reaction,8835130,2014-12-30 02:26:43.221864,2014-12-30 02:26:43.221864
15836,bee venoms,asthma,8835130,2014-12-30 02:26:43.230801,2014-12-30 02:26:43.230801
15837,bee venoms,allergic reaction,8835130,2014-12-30 02:26:43.239562,2014-12-30 02:26:43.239562
15838,bee venoms,asthma,8933782,2014-12-30 02:26:43.248347,2014-12-30 02:26:43.248347
15839,bee venoms,weal,8933782,2014-12-30 02:26:43.257399,2014-12-30 02:26:43.257399
15840,bee venoms,history of atopy,8933782,2014-12-30 02:26:43.266217,2014-12-30 02:26:43.266217
15841,bee venoms,allergic rhinitis,8933782,2014-12-30 02:26:43.275342,2014-12-30 02:26:43.275342
15842,bee venoms,atopic dermatitis,8933782,2014-12-30 02:26:43.28411,2014-12-30 02:26:43.28411
15843,bee venoms,urticaria,8933782,2014-12-30 02:26:43.29314,2014-12-30 02:26:43.29314
15844,bee venoms,hypotension,9062635,2014-12-30 02:26:43.301995,2014-12-30 02:26:43.301995
15845,bee venoms,anaphylactoid reaction,9062635,2014-12-30 02:26:43.310817,2014-12-30 02:26:43.310817
15846,bee venoms,asthenia,9062635,2014-12-30 02:26:43.320101,2014-12-30 02:26:43.320101
15847,bee venoms,rhinitis,9062635,2014-12-30 02:26:43.329365,2014-12-30 02:26:43.329365
15848,bee venoms,elevated blood pressure,9062635,2014-12-30 02:26:43.339122,2014-12-30 02:26:43.339122
15849,bee venoms,headache,9062635,2014-12-30 02:26:43.348102,2014-12-30 02:26:43.348102
15850,bee venoms,anaphylactoid reaction,9257793,2014-12-30 02:26:43.356902,2014-12-30 02:26:43.356902
15851,bee venoms,adverse reaction,9623183,2014-12-30 02:26:43.365902,2014-12-30 02:26:43.365902
15852,bee venoms,allergic disposition,9623183,2014-12-30 02:26:43.374873,2014-12-30 02:26:43.374873
15853,bee venoms,allodynia,9739136,2014-12-30 02:26:43.383974,2014-12-30 02:26:43.383974
15854,bee venoms,hyperaesthesia,9739136,2014-12-30 02:26:43.393193,2014-12-30 02:26:43.393193
15855,bee venoms,spontaneous pain,9739136,2014-12-30 02:26:43.402268,2014-12-30 02:26:43.402268
15856,bee venoms,circulatory failure,10335030,2014-12-30 02:26:43.413293,2014-12-30 02:26:43.413293
15857,bee venoms,renal function,10335030,2014-12-30 02:26:43.422564,2014-12-30 02:26:43.422564
15858,bee venoms,necrosis,10335030,2014-12-30 02:26:43.431569,2014-12-30 02:26:43.431569
15859,bee venoms,acute renal failure syndrome,10335030,2014-12-30 02:26:43.495533,2014-12-30 02:26:43.495533
15860,bee venoms,haemolysis,10335030,2014-12-30 02:26:43.504401,2014-12-30 02:26:43.504401
15861,bee venoms,rhabdomyolysis,10335030,2014-12-30 02:26:43.513397,2014-12-30 02:26:43.513397
15862,bee venoms,adverse reaction,10442531,2014-12-30 02:26:43.52233,2014-12-30 02:26:43.52233
15863,bee venoms,allergic reaction,10442531,2014-12-30 02:26:43.531324,2014-12-30 02:26:43.531324
15864,bee venoms,hypoaesthesia,10506673,2014-12-30 02:26:43.540573,2014-12-30 02:26:43.540573
15865,bee venoms,red color,10506673,2014-12-30 02:26:43.550112,2014-12-30 02:26:43.550112
15866,bee venoms,flexion spinal defense reflex,10506673,2014-12-30 02:26:43.559178,2014-12-30 02:26:43.559178
15867,bee venoms,spontaneous pain,10506673,2014-12-30 02:26:43.568402,2014-12-30 02:26:43.568402
15868,bee venoms,hyperaesthesia,10506673,2014-12-30 02:26:43.577494,2014-12-30 02:26:43.577494
15869,bee venoms,licking,10506673,2014-12-30 02:26:43.586489,2014-12-30 02:26:43.586489
15870,bee venoms,allergic disposition,10584286,2014-12-30 02:26:43.595906,2014-12-30 02:26:43.595906
15871,bee venoms,reflex,10643796,2014-12-30 02:26:43.605603,2014-12-30 02:26:43.605603
15872,bee venoms,spontaneous pain,10793237,2014-12-30 02:26:43.617588,2014-12-30 02:26:43.617588
15873,bee venoms,hyperaesthesia,10793237,2014-12-30 02:26:43.628611,2014-12-30 02:26:43.628611
15874,bee venoms,reflex,10793237,2014-12-30 02:26:43.63822,2014-12-30 02:26:43.63822
15875,bee venoms,angioedema,10843430,2014-12-30 02:26:43.648138,2014-12-30 02:26:43.648138
15876,bee venoms,urticaria,10843430,2014-12-30 02:26:43.657497,2014-12-30 02:26:43.657497
15877,bee venoms,anaphylactoid reaction,10898500,2014-12-30 02:26:43.666774,2014-12-30 02:26:43.666774
15878,bee venoms,allergic disposition,10898500,2014-12-30 02:26:43.677544,2014-12-30 02:26:43.677544
15879,bee venoms,allergic disposition,11039839,2014-12-30 02:26:43.686545,2014-12-30 02:26:43.686545
15880,bee venoms,rheumatoid arthritis,11207399,2014-12-30 02:26:43.695358,2014-12-30 02:26:43.695358
15881,bee venoms,arthritis,11207399,2014-12-30 02:26:43.704584,2014-12-30 02:26:43.704584
15882,bee venoms,hyperaesthesia,11207399,2014-12-30 02:26:43.714129,2014-12-30 02:26:43.714129
15883,bee venoms,chronic arthritis,11207399,2014-12-30 02:26:43.72374,2014-12-30 02:26:43.72374
15884,bee venoms,circulatory failure,11340327,2014-12-30 02:26:43.733314,2014-12-30 02:26:43.733314
15885,bee venoms,1/3 meter,11340327,2014-12-30 02:26:43.75159,2014-12-30 02:26:43.75159
15886,bee venoms,allergic disposition,11340327,2014-12-30 02:26:43.766958,2014-12-30 02:26:43.766958
15887,bee venoms,allergic disposition,11344360,2014-12-30 02:26:43.77693,2014-12-30 02:26:43.77693
15888,bee venoms,arthritis,11394494,2014-12-30 02:26:43.791907,2014-12-30 02:26:43.791907
15889,bee venoms,osteoarthritis,11527062,2014-12-30 02:26:43.809619,2014-12-30 02:26:43.809619
15890,bee venoms,hypopyon,11731905,2014-12-30 02:26:43.825803,2014-12-30 02:26:43.825803
15891,bee venoms,nutritional optic neuropathy,11731905,2014-12-30 02:26:43.836366,2014-12-30 02:26:43.836366
15892,bee venoms,epiphora,11731905,2014-12-30 02:26:43.845757,2014-12-30 02:26:43.845757
15893,bee venoms,striate keratitis,11731905,2014-12-30 02:26:43.855249,2014-12-30 02:26:43.855249
15894,bee venoms,conjunctivitis,11731905,2014-12-30 02:26:43.864663,2014-12-30 02:26:43.864663
15895,bee venoms,cataract,11731905,2014-12-30 02:26:43.8739,2014-12-30 02:26:43.8739
15896,bee venoms,allergic reaction,11815741,2014-12-30 02:26:43.882933,2014-12-30 02:26:43.882933
15897,bee venoms,rheumatoid arthritis,12031688,2014-12-30 02:26:43.89208,2014-12-30 02:26:43.89208
15898,bee venoms,soft tissue swelling,12031688,2014-12-30 02:26:43.901348,2014-12-30 02:26:43.901348
15899,bee venoms,arthritis,12031688,2014-12-30 02:26:43.912264,2014-12-30 02:26:43.912264
15900,bee venoms,hyperaesthesia,12031688,2014-12-30 02:26:43.921946,2014-12-30 02:26:43.921946
15901,bee venoms,anaphylactoid reaction,12109787,2014-12-30 02:26:43.931746,2014-12-30 02:26:43.931746
15902,bee venoms,allergic disposition,12464961,2014-12-30 02:26:43.941975,2014-12-30 02:26:43.941975
15903,bee venoms,spontaneous pain,12536045,2014-12-30 02:26:43.951534,2014-12-30 02:26:43.951534
15904,bee venoms,increased vascular flow,12536045,2014-12-30 02:26:43.960908,2014-12-30 02:26:43.960908
15905,bee venoms,hyperaesthesia,12536045,2014-12-30 02:26:43.970096,2014-12-30 02:26:43.970096
15906,bee venoms,"human parturition, function",12569024,2014-12-30 02:26:43.979794,2014-12-30 02:26:43.979794
15907,bee venoms,allergic disposition,12569024,2014-12-30 02:26:43.989663,2014-12-30 02:26:43.989663
15908,bee venoms,spontaneous pain,12717146,2014-12-30 02:26:43.99966,2014-12-30 02:26:43.99966
15909,bee venoms,hyperaesthesia,12717146,2014-12-30 02:26:44.010495,2014-12-30 02:26:44.010495
15910,bee venoms,reflex,12717146,2014-12-30 02:26:44.020556,2014-12-30 02:26:44.020556
15911,bee venoms,reflex finding,12717146,2014-12-30 02:26:44.030454,2014-12-30 02:26:44.030454
15912,bee venoms,"human parturition, function",12723765,2014-12-30 02:26:44.10641,2014-12-30 02:26:44.10641
15913,bee venoms,dependent edema,12755378,2014-12-30 02:26:44.121463,2014-12-30 02:26:44.121463
15914,bee venoms,oedema,12755378,2014-12-30 02:26:44.131665,2014-12-30 02:26:44.131665
15915,bee venoms,necrosis,12782086,2014-12-30 02:26:44.141357,2014-12-30 02:26:44.141357
15916,bee venoms,neoplasm,12782086,2014-12-30 02:26:44.150777,2014-12-30 02:26:44.150777
15917,bee venoms,carcinoma,12782086,2014-12-30 02:26:44.16016,2014-12-30 02:26:44.16016
