toxprot_id	pmid	PID	PMID	SID	s_cui	s_type	s_name	predicate	o_cui	o_type	o_name
Q5WQZ9	15241551	645316	15241551	86061258	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q5WR01	15241551	645316	15241551	86061258	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P83974	15548530	645316	15548530	96013802	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0FKN6	17535156	645316	17535156	97404518	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P85066	17951250	645316	17951250	101615682	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P58928	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P58928	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P69750	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0CC13	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0C1T9	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0CC15	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0CC14	19457347	645316	19457347	107324289	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ35	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ39	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ34	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ40	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ38	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DME7	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DME8	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DME9	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DME6	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ03	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ36	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ33	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ37	20443192	645316	20443192	109629617	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
B7FDI0	19041663	645316	19041663	112686957	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
B7FDI1	19041663	645316	19041663	112686957	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
G9I930	22094702	645316	22094702	128617042	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
G9I930	22094702	645316	22094702	128617042	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
G9I929	22094702	645316	22094702	128617042	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
G9I929	22094702	645316	22094702	128617042	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q7T1K6	20889969	645316	20889969	129813331	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM57	23533574	645316	23533574	131539193	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM56	23533574	645316	23533574	131539193	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM55	23533574	645316	23533574	131539193	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q86RQ7	23533574	645316	23533574	131539193	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM57	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM56	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM55	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q86RQ7	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM57	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM56	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DM55	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q86RQ7	23533574	645316	23533574	131539325	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DJ31	22540187	645316	22540187	140193314	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
W4VS16	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0A0F7YZQ7	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
W4VSG7	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
W4VSB6	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
P0DOZ7	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0A0F7YYX3	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0A0F7YZI5	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0A0F7Z3J2	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
A0A0F7YYV0	24505301	645316	24505301	154769388	C0042479	bacs	Venoms	PART_OF	C0003043	anim	Animalia
Q10726	9054572	799697	9054572	47866117	C0040549	bacs	Toxin	PART_OF	C0007634	cell	Cells
P0CE81	12565747	799697	12565747	78620736	C0040549	bacs	Toxin	PART_OF	C0007634	cell	Cells
P60301	17714752	799697	17714752	83525052	C0040549	bacs	Toxin	PART_OF	C0007634	cell	Cells
P59864	16216259	799697	16216259	100442184	C0040549	bacs	Toxin	PART_OF	C0007634	cell	Cells
P0CE81	16934304	2630455	16934304	100093872	C0042479	bacs	Venoms	PART_OF	C0007634	cell	Cells
P45639	7819188	1086155	7819188	42986379	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P45639	8383429	1086155	8383429	55380866	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69939	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69940	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P09981	3233282	1395986	3233282	15761804	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09981	4091860	1395986	4091860	15814563	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P01490	4091860	1395986	4091860	15814563	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09982	4091860	1395986	4091860	15814563	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09981	4091860	1395986	4091860	15814647	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P01490	4091860	1395986	4091860	15814647	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09982	4091860	1395986	4091860	15814647	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09981	3814183	1395986	3814183	17626685	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09981	6497916	1395986	6497916	19805865	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P09982	6497916	1395986	6497916	19805865	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9BKB7	8617371	1395986	8617371	52105397	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P15222	1815511	1395986	1815511	52128090	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9BKB7	11136720	1395986	11136720	58946380	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9BKB7	11136720	1395986	11136720	58946524	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9BKB7	16497878	1395986	16497878	102785806	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q86QT3	16497878	1395986	16497878	102785806	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
A9XE60	20045493	1395986	20045493	108762366	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q0GY46	20045493	1395986	20045493	108762366	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
A9XE59	20045493	1395986	20045493	108762366	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9NBG9	21466856	1395986	21466856	114135067	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
E4VP50	19088182	1395986	19088182	119621046	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
E4VP07	19088182	1395986	19088182	119621046	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P0CH58	20097251	1395986	20097251	123792495	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P0CH57	20097251	1395986	20097251	123792495	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9NII7	20713119	1395986	20713119	125865961	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
Q9NII7	20713119	1395986	20713119	125865961	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P86396	20713119	1395986	20713119	125865961	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P86405	21969612	1395986	21969612	140503708	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
E4VP07	23486842	1395986	23486842	142737922	C1005221	invt	Mesobuthus eupeus	ISA	C0036451	invt	Scorpions
P13208	3176048	1701238	3176048	29686608	C0042479	bacs	Venoms	AFFECTS	C0018787	bpoc	Heart
C0HJH6	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
P0CF05	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJH7	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK2	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK0	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK3	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK4	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK1	24157790	6535557	24157790	145967046	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJH6	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
P0CF05	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJH7	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK2	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK0	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK3	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK4	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
C0HJK1	24157790	6535557	24157790	145967180	C1504310	plnt	Areae	LOCATION_OF	C0042479	hops	Venoms
P13487	2482078	541001	2482078	35531088	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P13487	2482078	541001	2482078	35531088	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P01481	8626486	541001	8626486	39756484	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P01481	8626486	541001	8626486	39757684	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q8QGR0	8410188	541001	8410188	43595847	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P45666	8053002	541001	8053002	47045087	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56710	7836370	541001	7836370	47247372	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9U655	8300586	541001	8300586	47593782	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P18511	8300586	541001	8300586	47593782	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9U655	8300586	541001	8300586	47594730	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P18511	8300586	541001	8300586	47594730	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56708	8890263	541001	8890263	51459848	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56853	7576642	541001	7576642	52649385	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56852	7576642	541001	7576642	52649385	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9TVX3	9151979	541001	9151979	58206866	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NJP7	9151979	541001	9151979	58206866	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9U8D2	9151979	541001	9151979	58206866	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9TVX3	9151979	541001	9151979	58207102	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NJP7	9151979	541001	9151979	58207102	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9U8D2	9151979	541001	9151979	58207102	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P60237	10531397	541001	10531397	59395011	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9UAC8	10956424	541001	10956424	61960960	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9UAC9	10956424	541001	10956424	61960960	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q8I0L5	11457451	541001	11457451	62001610	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q8I0L5	11457451	541001	11457451	62002017	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P13494	11874465	541001	11874465	62017121	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P13494	11874465	541001	11874465	62017769	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P13494	11874465	541001	11874465	62018304	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P15226	10091586	541001	10091586	62222119	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NII7	9354615	541001	9354615	63180916	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NII7	9354615	541001	9354615	63180916	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NII6	9354615	541001	9354615	63180916	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9NII5	9354615	541001	9354615	63180916	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P60615	10627589	541001	10627589	66083455	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q867F4	12473099	541001	12473099	68122278	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q8I0L5	12473099	541001	12473099	68122278	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P60208	12473099	541001	12473099	68122278	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P0C5H3	12787033	541001	12787033	68730459	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P0C5H3	12787033	541001	12787033	68730693	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P59354	10103091	541001	10103091	69511209	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P58925	12006587	541001	12006587	74979399	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P13494	9845331	541001	9845331	77805389	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P01478	9845331	541001	9845331	77805389	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56678	9690781	541001	9690781	79009136	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P59355	9690781	541001	9690781	79009136	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
Q9UAC8	10599845	541001	10599845	81199602	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P56678	9917409	541001	9917409	81355267	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P84744	15165720	541001	15165720	82441243	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P0C350	17142296	541001	17142296	93453724	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P0C349	17142296	541001	17142296	93453724	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P83560	19592486	541001	19592486	119924564	C0006104	bpoc	Brain	PART_OF	C0034693	mamm	Rattus norvegicus
P45639	7819188	1086155	7819188	42986379	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P45639	8383429	1086155	8383429	55380866	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69939	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69940	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P0DM62	19879318	3408453	19879318	111122155	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C9D7R2	19879318	3408453	19879318	111122155	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C9D7R3	19879318	3408453	19879318	111122155	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
P0DM61	19879318	3408453	19879318	111122155	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
Q9PRI1	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE6	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
Q9PUB7	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C6JUP2	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD6	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD3	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
P58370	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD5	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD8	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD7	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPD9	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE4	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C6JUP1	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C6JUP3	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE0	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE2	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE3	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPE8	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
P0DM46	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
C6JUN9	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
Q8AXW7	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
F5CPF0	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
P0DM47	21515432	3408453	21515432	126351105	C0042479	bacs	Venoms	INTERACTS_WITH	C0042479	bacs	Venoms
P45639	9809993	9314732	9809993	76537185	C0027836	cell	Neuroglia	LOCATION_OF	C0750974	neop	Brain Tumor, Primary
P45639	9809993	5832021	9809993	76537406	C0007634	cell	Cells	PRODUCES	C0055363	aapp	Chloride Channels
P45639	9809993	9314803	9809993	76537823	C0293227	bacs	Chlorotoxin	INTERACTS_WITH	C0033684	aapp	Proteins
P45639	9809993	9314825	9809993	76537823	C0293227	bacs	Chlorotoxin	INTERACTS_WITH	C0597357	aapp	receptor
Q45Z47	2544597	550476	2544597	20290523	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
Q9PWF3	9839677	550476	9839677	73603433	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P45639	9809993	550476	9809993	76538302	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P45639	9809993	550476	9809993	76538302	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P0CH24	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P0CH23	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
D5L5Q7	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P0CH39	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
D5L5Q8	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P0CH22	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P0CH21	20307606	550476	20307606	121968579	C0006104	bpoc	Brain	PART_OF	C0026809	mamm	Mus
P45639	9809993	9314863	9809993	76538302	C0006104	bpoc	Brain	LOCATION_OF	C0293227	bacs	Chlorotoxin
P45639	9809993	1067765	9809993	76538783	C0441633	diap	Scanning	USES	C0179533	medd	Camera
P58925	12006587	541754	12006587	74979399	C0006104	bpoc	Brain	PART_OF	C0020114	humn	Human
P45639	9809993	541754	9809993	76538914	C0006104	bpoc	Brain	PART_OF	C0020114	humn	Human
P60207	12970353	551469	12970353	101043533	C0004461	celc	Axon	PART_OF	C0027882	cell	Neurons
P15969	1685511	601802	1685511	38975359	C0599444	celc	cell body (neuron)	PART_OF	C0027882	cell	Neurons
P45639	7819188	1086155	7819188	42986379	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P45639	8383429	1086155	8383429	55380866	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69939	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P69940	9714546	1086155	9714546	75046947	C0563462	invt	Leiurus quinquestriatus	ISA	C0036451	invt	Scorpions
P67862	24224955	850270	24224955	149150313	C0042479	orch	Venoms	AUGMENTS	C0005767	tisu	Blood
Q9UAD0	17166663	1407286	17166663	95527487	C0699040	celc	Cell surface	PART_OF	C0017638	neop	Glioma
P0C910	1949066	4639480	1949066	38133289	C0040549	bacs	Toxin	COEXISTS_WITH	C0036450	bacs	Scorpion Venoms
Q8I6X9	16298458	4639480	16298458	91428292	C0040549	bacs	Toxin	COEXISTS_WITH	C0036450	bacs	Scorpion Venoms
Q9UAD0	17166663	4639480	17166663	95527487	C0040549	bacs	Toxin	COEXISTS_WITH	C0036450	bacs	Scorpion Venoms
P45639	17638899	10873670	17638899	91989581	C0010583	opco	Cyclophosphamide	INHIBITS	C0172537	gngm	Gelatinase A
P45696	7806508	5002401	7806508	40554256	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q02989	8477689	5002401	8477689	40918674	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13062	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13057	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13058	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13063	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13060	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
P05620	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13059	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
O13061	8941719	5002401	8941719	42368670	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q91401	7893150	5002401	7893150	43205073	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q98989	8810331	5002401	8810331	44303445	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q98989	8810331	5002401	8810331	44303445	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q91453	8810331	5002401	8810331	44303445	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
Q91453	8810331	5002401	8810331	44303445	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
P15226	1339357	5002401	1339357	49645991	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
P01496	8143874	5002401	8143874	49651427	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
P01496	8143874	5002401	8143874	49651427	C0751608	gngm	cDNA Library	PART_OF	C0227479	bpoc	Venom gland
